Model,Cutoff,Observed Sp,Estimated Total Sp,SE,Lower CB,Upper CB,Chi Sq,GOF0,GOF5,AIC,AICc,T1,T2,T3,T4,T5,T6,T7,CV Rare
GoodTuring,46,939,1053.552193,8.720456361,1039.000548,1073.533258,,,,,,,,,,,,,
GoodTuring,47,941,1052.647344,8.634278032,1038.256064,1072.452379,,,,,,,,,,,,,
GoodTuring,48,943,1051.755696,8.548452255,1037.523918,1071.385192,,,,,,,,,,,,,
GoodTuring,49,945,1050.877551,8.46304208,1036.804303,1070.332135,,,,,,,,,,,,,
GoodTuring,50,946,1050.441193,8.420341346,1036.44716,1069.808292,,,,,,,,,,,,,
GoodTuring,51,948,1049.574476,8.334995767,1035.738681,1068.766631,,,,,,,,,,,,,
GoodTuring,53,949,1049.13514,8.291721118,1035.379657,1068.238706,,,,,,,,,,,,,
GoodTuring,54,950,1048.695411,8.24828829,1035.020534,1067.710076,,,,,,,,,,,,,
GoodTuring,55,952,1047.824447,8.161629364,1034.310273,1066.6616,,,,,,,,,,,,,
GoodTuring,56,953,1047.393357,8.118422714,1033.959244,1066.14194,,,,,,,,,,,,,
GoodTuring,58,954,1046.954158,8.074510487,1033.601525,1065.612883,,,,,,,,,,,,,
GoodTuring,61,956,1046.054261,7.984731845,1032.86851,1064.529696,,,,,,,,,,,,,
GoodTuring,62,958,1045.17637,7.895905771,1032.155388,1063.470062,,,,,,,,,,,,,
GoodTuring,67,960,1044.260985,7.803809477,1031.411388,1062.367025,,,,,,,,,,,,,
GoodTuring,68,961,1043.811224,7.758058363,1031.046631,1061.823887,,,,,,,,,,,,,
GoodTuring,74,962,1043.329106,7.709889636,1030.654533,1061.244168,,,,,,,,,,,,,
GoodTuring,75,964,1042.385397,7.614283582,1029.889096,1060.106262,,,,,,,,,,,,,
GoodTuring,78,965,1041.910474,7.56595072,1029.504325,1059.533231,,,,,,,,,,,,,
GoodTuring,83,968,1040.461144,7.41784355,1028.331548,1057.783788,,,,,,,,,,,,,
GoodTuring,84,969,1039.995977,7.369259645,1027.956749,1057.219749,,,,,,,,,,,,,
GoodTuring,85,970,1039.536492,7.320877178,1027.587149,1056.661679,,,,,,,,,,,,,
GoodTuring,87,972,1038.628981,7.224353954,1026.858743,1055.557261,,,,,,,,,,,,,
GoodTuring,99,973,1038.127175,7.172382778,1026.454287,1054.950697,,,,,,,,,,,,,
GoodTuring,101,974,1037.628731,7.120328874,1026.053245,1054.347219,,,,,,,,,,,,,
GoodTuring,111,975,1037.093119,7.065486265,1025.62101,1053.702,,,,,,,,,,,,,
GoodTuring,114,976,1036.558756,7.010302487,1025.190572,1053.057256,,,,,,,,,,,,,
GoodTuring,119,977,1036.016636,6.954193537,1024.754228,1052.403091,,,,,,,,,,,,,
GoodTuring,121,978,1035.482122,6.898131794,1024.325157,1051.756336,,,,,,,,,,,,,
GoodTuring,126,979,1034.94176,6.841254814,1023.891842,1051.102239,,,,,,,,,,,,,
GoodTuring,128,980,1034.409938,6.784495857,1023.466579,1050.456601,,,,,,,,,,,,,
GoodTuring,132,981,1033.878195,6.727314985,1023.042129,1049.810158,,,,,,,,,,,,,
GoodTuring,138,982,1033.339135,6.669204653,1022.612222,1049.15474,,,,,,,,,,,,,
GoodTuring,139,983,1032.814052,6.611594807,1022.194959,1048.513809,,,,,,,,,,,,,
GoodTuring,145,984,1032.283312,6.553169939,1021.773652,1047.865751,,,,,,,,,,,,,
GoodTuring,146,985,1031.766795,6.495312573,1021.365115,1047.232567,,,,,,,,,,,,,
GoodTuring,157,986,1031.228219,6.435486126,1020.938706,1046.574111,,,,,,,,,,,,,
GoodTuring,163,987,1030.687956,6.375050204,1020.511733,1045.912777,,,,,,,,,,,,,
GoodTuring,166,988,1030.157135,6.314780008,1020.093586,1045.260851,,,,,,,,,,,,,
GoodTuring,168,989,1029.63897,6.254962655,1019.686878,1044.622034,,,,,,,,,,,,,
GoodTuring,169,990,1029.136209,6.195881231,1019.293789,1043.999584,,,,,,,,,,,,,
GoodTuring,174,991,1028.63624,6.136632903,1018.903717,1043.379524,,,,,,,,,,,,,
GoodTuring,181,992,1028.13392,6.076817481,1018.512393,1042.756086,,,,,,,,,,,,,
GoodTuring,190,993,1027.624887,6.016076304,1018.116232,1042.124344,,,,,,,,,,,,,
GoodTuring,192,994,1027.129569,5.955977653,1017.732213,1041.507145,,,,,,,,,,,,,
GoodTuring,195,995,1026.644915,5.896349439,1017.357706,1040.901228,,,,,,,,,,,,,
GoodTuring,209,996,1026.143466,5.83498985,1016.970055,1040.2757,,,,,,,,,,,,,
GoodTuring,211,997,1025.656726,5.774382202,1016.595307,1039.665887,,,,,,,,,,,,,
GoodTuring,217,999,1024.711824,5.654408969,1015.871353,1038.476506,,,,,,,,,,,,,
GoodTuring,265,1000,1024.164704,5.587892599,1015.449064,1037.797301,,,,,,,,,,,,,
Chao1,4,623,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,5,665,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,6,716,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,7,742,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,8,770,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,9,783,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,10,806,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,11,818,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,12,831,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,13,840,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,14,856,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,15,862,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,16,869,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,17,878,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,18,879,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,19,882,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,20,890,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,21,894,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,22,898,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,23,906,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,24,907,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,25,911,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,26,913,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,27,915,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,28,917,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,29,918,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,30,921,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,31,925,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,32,928,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,33,929,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,37,930,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,39,931,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,41,934,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,42,935,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,43,937,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,44,938,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,46,939,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,47,941,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,48,943,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,49,945,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,50,946,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,51,948,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,53,949,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,54,950,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,55,952,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,56,953,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,58,954,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,61,956,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,62,958,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,67,960,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,68,961,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,74,962,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,75,964,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,78,965,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,83,968,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,84,969,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,85,970,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,87,972,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,99,973,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,101,974,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,111,975,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,114,976,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,119,977,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,121,978,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,126,979,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,128,980,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,132,981,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,138,982,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,139,983,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,145,984,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,146,985,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,157,986,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,163,987,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,166,988,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,168,989,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,169,990,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,174,991,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,181,992,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,190,993,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,192,994,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,195,995,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,209,996,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,211,997,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,217,999,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
Chao1,265,1000,1241.286164,38.05458239,1177.462257,1328.064196,,,,,,,,,,,,,
ACE,4,623,1183.977612,25.71933308,1140.069487,1241.649788,,,,,,,,,,,,,0
ACE,5,665,1185.03604,25.84255709,1140.911701,1242.977239,,,,,,,,,,,,,0.267364219
ACE,6,716,1197.497418,26.44508583,1152.085794,1256.468595,,,,,,,,,,,,,0.43041715
ACE,7,742,1205.562532,26.94903383,1159.156855,1265.498804,,,,,,,,,,,,,0.496764501
ACE,8,770,1217.327619,27.8043018,1169.29894,1278.981627,,,,,,,,,,,,,0.567944107
ACE,9,783,1224.703191,28.40235656,1175.566616,1287.591828,,,,,,,,,,,,,0.603431493
ACE,10,806,1240.147558,29.66718691,1188.677021,1305.659106,,,,,,,,,,,,,0.667685767
ACE,11,818,1249.038587,30.39654336,1196.22517,1316.066578,,,,,,,,,,,,,0.700833007
ACE,12,831,1260.43277,31.3613944,1205.854568,1329.481287,,,,,,,,,,,,,0.739226448
ACE,13,840,1269.546466,32.15066931,1213.531254,1340.256034,,,,,,,,,,,,,0.767484809
ACE,14,856,1286.256533,33.55330008,1227.67793,1359.906658,,,,,,,,,,,,,0.816385926
ACE,15,862,1292.877087,34.10891675,1233.284041,1367.693339,,,,,,,,,,,,,0.834719677
ACE,16,869,1301.937577,34.90409797,1240.903174,1378.435446,,,,,,,,,,,,,0.858372499
ACE,17,878,1314.40506,35.99312896,1251.396435,1393.205822,,,,,,,,,,,,,0.889497365
ACE,18,879,1316.010111,36.139907,1252.737205,1395.123425,,,,,,,,,,,,,0.893324159
ACE,19,882,1321.923844,36.71970982,1257.616732,1402.283504,,,,,,,,,,,,,0.906849729
ACE,20,890,1338.596032,38.31322563,1271.437658,1422.370551,,,,,,,,,,,,,0.943707783
ACE,21,894,1347.15545,39.10510713,1278.574433,1432.620126,,,,,,,,,,,,,0.962043501
ACE,22,898,1356.43234,39.97146203,1286.297121,1443.748832,,,,,,,,,,,,,0.981343404
ACE,23,906,1374.852665,41.6143164,1301.753175,1465.660455,,,,,,,,,,,,,1.018675632
ACE,24,907,1377.254689,41.82851636,1303.768811,1468.517818,,,,,,,,,,,,,1.023422326
ACE,25,911,1387.860459,42.8065713,1312.618271,1481.212231,,,,,,,,,,,,,1.043891254
ACE,26,913,1393.543506,43.33840905,1317.348198,1488.033309,,,,,,,,,,,,,1.054620223
ACE,27,915,1399.789453,43.94239372,1322.516194,1495.576995,,,,,,,,,,,,,1.066177301
ACE,28,917,1406.575368,44.61418318,1328.106594,1503.810447,,,,,,,,,,,,,1.078499316
ACE,29,918,1410.297443,44.99519998,1331.153286,1508.3567,,,,,,,,,,,,,1.085144206
ACE,30,921,1422.180216,46.2175478,1340.870601,1522.885031,,,,,,,,,,,,,1.105994881
ACE,31,925,1437.968443,47.76067658,1353.908806,1541.993739,,,,,,,,,,,,,1.133155353
ACE,32,928,1449.718607,48.85803337,1363.692733,1556.092566,,,,,,,,,,,,,1.152996077
ACE,33,929,1453.834982,49.24728916,1367.112761,1561.043397,,,,,,,,,,,,,1.159842055
ACE,37,930,1460.052968,49.99895152,1372.021691,1568.915035,,,,,,,,,,,,,1.169805342
ACE,39,931,1467.263803,50.92916194,1377.622598,1578.184311,,,,,,,,,,,,,1.18116152
ACE,41,934,1490.841476,53.92330941,1396.011489,1608.379709,,,,,,,,,,,,,1.217437194
ACE,42,935,1498.655388,54.84481554,1402.216921,1618.216645,,,,,,,,,,,,,1.229243643
ACE,43,937,1514.507384,56.64699638,1414.911243,1638.010786,,,,,,,,,,,,,1.252860036
ACE,44,938,1522.53193,57.52835489,1421.385784,1647.956407,,,,,,,,,,,,,1.264651189
ACE,46,939,1531.496172,58.57532584,1428.520773,1659.217004,,,,,,,,,,,,,1.277628916
ACE,47,941,1549.468488,60.57519764,1442.980997,1681.554335,,,,,,,,,,,,,1.303283282
ACE,48,943,1567.0195,62.37644509,1457.339916,1703.002519,,,,,,,,,,,,,1.327921987
ACE,49,945,1584.13374,64.00902124,1471.535754,1723.618991,,,,,,,,,,,,,1.351577648
ACE,50,946,1592.681325,64.79906818,1478.665631,1733.854972,,,,,,,,,,,,,1.363250531
ACE,51,948,1609.721191,66.3265017,1492.954276,1754.146882,,,,,,,,,,,,,1.386253055
ACE,53,949,1618.830683,67.18041037,1500.534519,1765.084922,,,,,,,,,,,,,1.398363114
ACE,54,950,1628.094086,68.04660402,1508.246304,1776.202753,,,,,,,,,,,,,1.410568366
ACE,55,952,1646.40317,69.69130904,1523.59486,1798.015967,,,,,,,,,,,,,1.434423368
ACE,56,953,1655.441625,70.47410235,1531.217905,1808.71469,,,,,,,,,,,,,1.446072922
ACE,58,954,1665.222805,71.38286848,1539.370428,1820.440569,,,,,,,,,,,,,1.458531526
ACE,61,956,1686.913549,73.5500186,1557.210345,1846.808082,,,,,,,,,,,,,1.485678312
ACE,62,958,1707.46417,75.40704969,1574.422181,1871.32003,,,,,,,,,,,,,1.511045704
ACE,67,960,1731.893734,77.94631208,1594.359647,1901.253039,,,,,,,,,,,,,1.540461017
ACE,68,961,1743.682167,79.07991686,1604.12521,1915.477712,,,,,,,,,,,,,1.554492216
ACE,74,962,1758.751277,80.89299427,1616.033948,1934.532101,,,,,,,,,,,,,1.572080283
ACE,75,964,1787.499854,83.99821368,1639.311573,1970.037219,,,,,,,,,,,,,1.605195613
ACE,78,965,1802.547689,85.62275285,1651.497054,1988.619657,,,,,,,,,,,,,1.622247555
ACE,83,968,1851.850236,91.03554096,1691.279211,2049.718859,,,,,,,,,,,,,1.676805894
ACE,84,969,1866.829874,92.41037154,1703.791771,2067.636853,,,,,,,,,,,,,1.693114867
ACE,85,970,1881.453852,93.68703466,1716.110883,2084.972889,,,,,,,,,,,,,1.708912018
ACE,87,972,1910.259613,96.10251957,1740.534353,2118.884707,,,,,,,,,,,,,1.739656948
ACE,99,973,1931.151716,98.74110869,1756.846784,2145.599792,,,,,,,,,,,,,1.761348692
ACE,101,974,1951.961956,101.2246849,1773.324312,2171.864834,,,,,,,,,,,,,1.782712326
ACE,111,975,1978.625106,105.1436268,1793.274948,2207.28267,,,,,,,,,,,,,1.809546412
ACE,114,976,2005.563912,108.8537172,1813.82769,2242.472817,,,,,,,,,,,,,1.836275973
ACE,119,977,2034.266507,112.8017717,1835.736148,2279.958047,,,,,,,,,,,,,1.864312623
ACE,121,978,2062.231728,116.2708892,1857.675732,2315.574409,,,,,,,,,,,,,1.891271027
ACE,126,979,2091.758108,119.9477872,1880.818531,2353.21377,,,,,,,,,,,,,1.919308195
ACE,128,980,2120.376233,123.157821,1903.804122,2388.843969,,,,,,,,,,,,,1.94614224
ACE,132,981,2149.593256,126.3557478,1927.394978,2425.02891,,,,,,,,,,,,,1.973169103
ACE,138,982,2180.822527,129.9157675,1952.388349,2464.047562,,,,,,,,,,,,,2.001628614
ACE,139,983,2210.091307,132.7909833,1976.535597,2499.505982,,,,,,,,,,,,,2.028005568
ACE,145,984,2241.164877,136.0072009,2001.915422,2537.545204,,,,,,,,,,,,,2.055616737
ACE,146,985,2270.182718,138.5940037,2026.27003,2572.06592,,,,,,,,,,,,,2.081137703
ACE,157,986,2304.518074,142.4434952,2053.850255,2614.809503,,,,,,,,,,,,,2.110828809
ACE,163,987,2340.099625,146.4261581,2082.441795,2659.088749,,,,,,,,,,,,,2.141161756
ACE,166,988,2374.491564,149.9036859,2110.661217,2700.993093,,,,,,,,,,,,,2.170125468
ACE,168,989,2406.981794,152.7927203,2137.942791,2739.628552,,,,,,,,,,,,,2.197197738
ACE,169,990,2436.974915,155.0636696,2163.751468,2774.345265,,,,,,,,,,,,,2.221969265
ACE,174,991,2467.298536,157.4289419,2189.737522,2809.613426,,,,,,,,,,,,,2.246744784
ACE,181,992,2499.179953,160.1659894,2216.665681,2847.295085,,,,,,,,,,,,,2.272482194
ACE,190,993,2533.786906,163.5389073,2245.26275,2889.161361,,,,,,,,,,,,,2.300051226
ACE,192,994,2566.089726,166.3090105,2272.553233,2927.335506,,,,,,,,,,,,,2.325554756
ACE,195,995,2596.861094,168.7481443,2298.86635,2963.223817,,,,,,,,,,,,,2.349640346
ACE,209,996,2633.26559,172.5500083,2328.548729,3007.872522,,,,,,,,,,,,,2.377706779
ACE,211,997,2666.944072,175.6228186,2356.711283,3048.116335,,,,,,,,,,,,,2.403449856
ACE,217,999,2730.376899,180.9445815,2410.494134,3122.805151,,,,,,,,,,,,,2.45132491
ACE,265,1000,2788.453976,191.1043467,2451.374287,3203.81996,,,,,,,,,,,,,2.493791325
ACE1,4,623,1183.977612,27.75043326,1137.117306,1246.852588,,,,,,,,,,,,,0
ACE1,5,665,1196.005948,29.90374844,1145.595912,1263.869576,,,,,,,,,,,,,0.267364219
ACE1,6,716,1225.511187,32.90918572,1169.669005,1299.732384,,,,,,,,,,,,,0.43041715
ACE1,7,742,1242.765406,34.71716146,1183.684422,1320.84943,,,,,,,,,,,,,0.496764501
ACE1,8,770,1266.16891,37.2637475,1202.565006,1349.743967,,,,,,,,,,,,,0.567944107
ACE1,9,783,1280.19854,38.86758241,1213.772535,1367.265241,,,,,,,,,,,,,0.603431493
ACE1,10,806,1309.207705,42.17671483,1236.960969,1403.481659,,,,,,,,,,,,,0.667685767
ACE1,11,818,1325.875358,44.07331956,1250.293254,1424.281307,,,,,,,,,,,,,0.700833007
ACE1,12,831,1347.123704,46.54431957,1267.212215,1450.933224,,,,,,,,,,,,,0.739226448
ACE1,13,840,1364.110741,48.55434486,1280.687505,1472.328227,,,,,,,,,,,,,0.767484809
ACE1,14,856,1395.539217,52.18990162,1305.744711,1511.70557,,,,,,,,,,,,,0.816385926
ACE1,15,862,1408.07267,53.64229153,1315.734139,1527.416212,,,,,,,,,,,,,0.834719677
ACE1,16,869,1425.23039,55.70473386,1329.298486,1549.10937,,,,,,,,,,,,,0.858372499
ACE1,17,878,1449.007232,58.55965248,1348.100883,1579.163983,,,,,,,,,,,,,0.889497365
ACE1,18,879,1452.074022,58.94234969,1350.504387,1583.076642,,,,,,,,,,,,,0.893324159
ACE1,19,882,1463.35812,60.43460036,1359.221713,1597.6831,,,,,,,,,,,,,0.906849729
ACE1,20,890,1495.490281,64.61272518,1384.151593,1639.098271,,,,,,,,,,,,,0.943707783
ACE1,21,894,1512.18032,66.73548076,1397.171825,1660.491664,,,,,,,,,,,,,0.962043501
ACE1,22,898,1530.398101,69.07702131,1411.347158,1683.904434,,,,,,,,,,,,,0.981343404
ACE1,23,906,1567.047166,73.63715272,1440.089827,1730.629224,,,,,,,,,,,,,1.018675632
ACE1,24,907,1571.868604,74.23885512,1443.868459,1736.78067,,,,,,,,,,,,,1.023422326
ACE1,25,911,1593.256991,76.98578109,1460.514109,1764.26292,,,,,,,,,,,,,1.043891254
ACE1,26,913,1604.794378,78.4888203,1469.461176,1779.140552,,,,,,,,,,,,,1.054620223
ACE1,27,915,1617.531799,80.19547614,1479.267819,1795.683557,,,,,,,,,,,,,1.066177301
ACE1,28,917,1631.443331,82.09902313,1489.919001,1813.850207,,,,,,,,,,,,,1.078499316
ACE1,29,918,1639.104974,83.17786834,1495.739288,1823.931405,,,,,,,,,,,,,1.085144206
ACE1,30,921,1663.732262,86.66905834,1514.412924,1856.394726,,,,,,,,,,,,,1.105994881
ACE1,31,925,1696.876763,91.20176103,1539.79392,1899.671532,,,,,,,,,,,,,1.133155353
ACE1,32,928,1721.854057,94.51225077,1559.078647,1932.021429,,,,,,,,,,,,,1.152996077
ACE1,33,929,1730.663316,95.69389173,1565.859118,1943.466077,,,,,,,,,,,,,1.159842055
ACE1,37,930,1744.00115,97.872338,1575.542098,1961.767544,,,,,,,,,,,,,1.169805342
ACE1,39,931,1759.553358,100.5575047,1586.616866,1983.472071,,,,,,,,,,,,,1.18116152
ACE1,41,934,1811.115635,109.3995001,1623.435615,2055.295136,,,,,,,,,,,,,1.217437194
ACE1,42,935,1828.451377,112.2184566,1636.045985,2079.059849,,,,,,,,,,,,,1.229243643
ACE1,43,937,1863.993847,117.856846,1662.111957,2127.43073,,,,,,,,,,,,,1.252860036
ACE1,44,938,1882.176484,120.67624,1675.543859,2152.013061,,,,,,,,,,,,,1.264651189
ACE1,46,939,1902.631619,124.0110773,1690.413859,2180.080368,,,,,,,,,,,,,1.277628916
ACE1,47,941,1944.12589,130.5559321,1720.905864,2236.463374,,,,,,,,,,,,,1.303283282
ACE1,48,943,1985.2713,136.6927767,1751.663784,2291.481052,,,,,,,,,,,,,1.327921987
ACE1,49,945,2025.981982,142.4710263,1782.530071,2345.1739,,,,,,,,,,,,,1.351577648
ACE1,50,946,2046.530129,145.3295078,1798.194896,2372.12768,,,,,,,,,,,,,1.363250531
ACE1,51,948,2087.919987,150.9759801,1829.912419,2426.138314,,,,,,,,,,,,,1.386253055
ACE1,53,949,2110.276335,154.1322016,1846.88763,2455.580997,,,,,,,,,,,,,1.398363114
ACE1,54,950,2133.175893,157.3651377,1864.275271,2485.739147,,,,,,,,,,,,,1.410568366
ACE1,55,952,2178.928857,163.6583794,1899.260317,2545.573871,,,,,,,,,,,,,1.434423368
ACE1,56,953,2201.754905,166.7254058,1916.821375,2575.241253,,,,,,,,,,,,,1.446072922
ACE1,58,954,2226.632796,170.2426106,1935.703824,2608.017385,,,,,,,,,,,,,1.458531526
ACE1,61,956,2282.460528,178.5824342,1977.419016,2682.702073,,,,,,,,,,,,,1.485678312
ACE1,62,958,2336.197052,186.0868608,2018.342122,2753.26398,,,,,,,,,,,,,1.511045704
ACE1,67,960,2401.13702,196.1450414,2066.341927,2841.046385,,,,,,,,,,,,,1.540461017
ACE1,68,961,2432.887947,200.8142725,2090.176246,2883.335722,,,,,,,,,,,,,1.554492216
ACE1,74,962,2473.866966,207.92213,2119.350334,2940.664839,,,,,,,,,,,,,1.572080283
ACE1,75,964,2553.277223,220.7129054,2177.332778,3049.267782,,,,,,,,,,,,,1.605195613
ACE1,78,965,2595.484269,227.5384463,2208.113009,3107.06286,,,,,,,,,,,,,1.622247555
ACE1,83,968,2736.863507,250.8244425,2310.609249,3301.750002,,,,,,,,,,,,,1.676805894
ACE1,84,969,2780.749017,257.2473397,2343.600349,3360.126703,,,,,,,,,,,,,1.693114867
ACE1,85,970,2824.00667,263.3804853,2376.407584,3417.162163,,,,,,,,,,,,,1.708912018
ACE1,87,972,2910.406033,275.3321836,2442.368578,3530.318026,,,,,,,,,,,,,1.739656948
ACE1,99,973,2974.100423,287.0654188,2486.742547,3621.215413,,,,,,,,,,,,,1.761348692
ACE1,101,974,3038.388387,298.4813878,2532.158259,3711.878614,,,,,,,,,,,,,1.782712326
ACE1,111,975,3122.006994,315.8687668,2587.572213,3836.35204,,,,,,,,,,,,,1.809546412
ACE1,114,976,3207.903641,332.9932188,2645.590618,3962.364051,,,,,,,,,,,,,1.836275973
ACE1,119,977,3300.989653,351.6419158,2708.36232,4099.198174,,,,,,,,,,,,,1.864312623
ACE1,121,978,3393.229908,368.9008741,2772.328946,4231.651441,,,,,,,,,,,,,1.891271027
ACE1,126,979,3492.279493,387.5731907,2840.83282,4374.264628,,,,,,,,,,,,,1.919308195
ACE1,128,980,3589.898161,404.7784786,2910.058734,4511.710066,,,,,,,,,,,,,1.94614224
