"","tau","Model","Est","SE","AICc","GOF0","GOF5"
"298",74,"TwoMixedExp",1408.34200966272,36.3788044647094,290.342200536084,5.011e-07,0.006488
"299",75,"TwoMixedExp",1403.94550496114,35.6730498440067,299.364004596811,1.061e-08,9.709e-08
"300",78,"TwoMixedExp",1401.74149902923,35.3293156659678,303.323081701305,1.497e-08,0.0003191
"301",83,"TwoMixedExp",1394.99902404873,34.3174926283982,319.595242061089,2.843e-15,0.0001736
"302",84,"TwoMixedExp",1392.94782785203,34.0194617110412,323.605018769045,1.27e-14,0.0002297
"303",85,"TwoMixedExp",1390.96132516616,33.7351481432169,327.56972481469,4.896e-14,0.0009295
"304",87,"TwoMixedExp",1387.1269134525,33.1982751481935,336.861125578317,2.573e-15,0.001081
"305",99,"TwoMixedExp",1384.80707745423,32.883714944041,341.82231001576,2.855e-15,0.002189
"306",101,"TwoMixedExp",1382.53554530224,32.5807844562233,346.787949757942,3.041e-15,0.0003704
"307",111,"TwoMixedExp",1379.96468265956,32.2454100609141,352.526005458768,6.552e-16,0.0007574
"308",114,"TwoMixedExp",1377.42957869229,31.9205976742711,358.311654321632,1.466e-16,0.0006478
"309",119,"TwoMixedExp",1374.85454993086,31.5967442038754,364.31717881986,2.077e-17,2.816e-09
"310",121,"TwoMixedExp",1372.36872026671,31.2892779967371,370.255298588934,4.304e-18,0.0001488
"311",126,"TwoMixedExp",1369.85991572738,30.9843401420666,376.382293299026,5.824e-19,0.0001712
"312",128,"TwoMixedExp",1367.44580380882,30.6954685362818,382.429830943193,1.189e-19,0.0001486
"313",132,"TwoMixedExp",1365.05633126383,30.4140344861331,388.560075292805,2.105e-20,3.276e-05
"314",138,"TwoMixedExp",1362.63316752474,30.1332246492102,394.915300405687,1.995e-21,3.567e-05
"315",139,"TwoMixedExp",1360.3436860884,29.8715678524151,401.097092583621,4.068e-22,2.754e-05
"316",145,"TwoMixedExp",1358.03298988238,29.6114235548239,407.478601372504,4.572e-23,1.702e-10
"317",146,"TwoMixedExp",1355.85296719658,29.3691210684045,413.687310079081,1.064e-23,6.121e-07
"318",157,"TwoMixedExp",1353.52815996204,29.1147239768912,420.412783142046,3.727e-25,1.141e-06
"319",163,"TwoMixedExp",1351.21498722461,28.8651451215237,427.273880115695,9.454e-27,1.097e-06
"320",166,"TwoMixedExp",1348.99447476427,28.62862047398,434.062818797249,4.553e-28,1.008e-06
"321",168,"TwoMixedExp",1346.8864539922,28.4067308212736,440.720738941554,4.724e-29,1.263e-06
"322",169,"TwoMixedExp",1344.90627666893,28.200545289723,447.196535176227,1.094e-29,1.302e-09
"323",174,"TwoMixedExp",1342.961148748,28.0002804194167,453.733196639338,1.964e-30,8.097e-09
"324",181,"TwoMixedExp",1341.01437596901,27.8021399930579,460.433118549648,1.829e-31,5.777e-09
"325",190,"TwoMixedExp",1339.03644230136,27.6031687652687,467.38542872065,5.828e-33,3.885e-09
"326",192,"TwoMixedExp",1337.16580540775,27.4168559960741,474.197689001092,4.465e-34,9.515e-18
"327",195,"TwoMixedExp",1335.37814369337,27.2405058916332,480.929785015063,5.315e-35,4.019e-09
"328",209,"TwoMixedExp",1333.49024651407,27.056388690468,488.124077293068,6.49e-37,6.858e-29
